Magic_Keys,Total_Meat_Purchased
29DE55CE57D,0.0
29DE730C181,1.8
29DEC60583B,0.0
29DF0D125E7,2.2
29DF243DFAA,0.0
29DF42FF614,2.2
29DF6685CEA,2.2
29DF7543D88,2.5
29E0800B2A4,2.2
29E0B852A99,1.8
29E0F7B1E1B,0.0
29E11AAE6F9,2.2
29E1555CEE9,2.5
29E15BBEDE8,0.0
29E18963D89,2.2
29E1C4F07F4,2.2
29E26E7F5EE,2.5
29E2B7581DE,2.2
29E30930192,2.2
29E34CDF7B7,0.0
29E35ED6DED,1.8
29E379C1B09,3.6
29E37FB59CA,2.4
29E38E32F6A,2.4
29E3FDB0CF1,0.0
29E40690A52,2.5
29E40F371CE,1.8
29E43D38A27,2.5
29E47F25CE7,0.0
29E4C101093,2.2
29E4D2DC90F,2.2
29E4DF82EE2,2.2
29E5380DD36,2.2
29E54E229EE,2.2
29E5722136F,2.5
29E5C5D37D2,0.0
29E676062AC,2.2
29E77943BC6,0.0
29E7F9CB3BA,2.5
29E88EC1A49,2.5
29E9A0C3270,3.6
29EA04898D0,2.2
29EAE9D9B8E,2.9
29EBE860E6E,2.0
29ECB9F3EE8,2.2
29ECCEC1473,2.2
29ECDCFF986,0.0
29ED520A31B,2.5
29EE3799A2D,0.0
29EF19F784E,3.6
29EF290468E,2.5
29EF57E0C80,3.6
29EF80E18C2,2.4
29EF956A6DF,2.2
29F01612452,0.0
29F037F4B43,0.0
29F0FF34C60,2.2
29F1D1CE542,0.0
29F20429756,0.0
29F22287B44,0.0
29F28A3883E,0.0
29F3711BEB0,2.5
29F3B10FDEC,0.0
29F47A32426,2.2
29F48FC791A,2.2
29F4B6FE189,0.0
29F4C238A79,0.0
29F4D78C18C,2.2
29F4D84BCC0,0.0
29F52E702A7,2.2
29F52E8DAD2,2.2
29F54FEB31E,2.5
29F58F53263,0.0
29F5B0F37AC,0.0
29F5F2E1D4F,2.5
29F61BB0C8C,0.0
29F63A06C45,0.0
29F6E73EE4D,0.0
29F6E9A2966,2.2
29F72D167A7,3.6
29F78E9E3F9,2.2
29F8002C36B,2.2
29F83EDB140,2.2
29F88FC7363,0.0
29F8BFD1100,0.0
29F8D880529,0.0
29F9002B79A,2.2
29F90B27B52,2.2
29F90CF2A7A,2.2
29F913C9B09,2.2
29F92DFBA7C,0.0
29F9A95D187,1.8
29F9ED851E5,2.2
29FA034F4F9,0.0
29FA15A33E7,2.5
29FA1F42127,2.5
29FA8B43FE0,4.4
29FB69A3DE2,2.2
29FBD61134C,2.4
29FCF17337B,2.2
29FD1C94DD9,0.0
29FD5896246,2.2
29FEFB1D513,0.0
29FF5404491,1.8
29FFD2C7EAF,3.6
29FFFC72E68,2.2
2A005AE7182,2.2
2A009C26094,2.2
2A009D3ABA0,3.6
2A0149AB206,2.9
2A01B5FB6D3,2.5
2A01EE65DD4,2.5
2A024EAA6F7,2.2
2A0255EA871,0.0
2A0271875AB,3.6
2A02764CDA5,0.0
2A02DA49508,0.0
2A031580F9B,1.8
2A03419D94A,0.0
2A03D1D336B,1.8
2A042F71FCD,3.6
2A04730638D,2.2
2A04D6E1655,2.5
2A04FAE8B99,2.5
2A056144650,3.6
2A057AD1CF4,0.0
2A05BC8E1CB,2.2
2A061AB3B0A,2.2
2A06991BF53,2.5
2A06BE6FB17,0.0
2A06FDC1383,0.0
2A071FA23CA,0.0
2A075B9D601,2.2
2A07624A26B,2.2
2A07636A2C7,2.2
2A076DC4B04,0.0
2A076FB3FE2,0.0
2A07DAD8B3C,2.9
2A080168516,0.0
2A084644B58,2.2
2A087751C7B,0.0
2A08F60B065,0.0
2A09355AE60,2.5
2A0947D2B76,2.2
2A09D18C34F,2.2
2A0A7CF9268,2.2
2A0A9314156,0.0
2A0AB1E76D4,1.8
2A0BBDA537C,2.5
2A0BE1D28E7,0.0
2A0C07F4283,3.6
2A0CBDC459C,0.0
2A0D93C4956,0.0
2A0DA4F65E9,3.6
2A0DC1C0ACE,0.0
2A0DC28C6A7,2.2
2A0DD0BD46B,1.8
2A0E65D535C,2.9
2A0EB8CA618,2.2
2A0FAD663DC,2.9
2A0FDC6862E,3.6
2A0FEE801E3,0.0
2A105EFBC0F,2.5
2A108F31FD0,2.5
2A10AA07CBD,2.2
2A10EC1FEF7,3.6
2A112B8B6E5,0.0
2A115FA93EC,2.2
2A116305C57,0.0
2A119AF003F,3.6
2A12620A135,2.2
2A12CE80262,2.5
2A12E3299C5,0.0
2A12F5138AC,0.0
2A131531A39,0.0
2A132449A02,2.4
2A132CBA442,2.5
2A134A59C18,2.2
2A134D28A1B,3.6
2A13584351A,2.5
2A135887133,2.5
2A135FCAB56,3.6
2A1362CC941,0.0
2A1375FD039,2.5
2A137D26ADA,3.6
2A138054B22,2.4
2A13867D43C,3.6
2A13B4FEBE7,2.2
2A13BD45D57,2.0
2A13C4B3F66,2.5
2A13C605539,2.4
2A13C7CAD80,2.5
2A13D8D5709,2.2
2A13EA2AA36,2.2
2A13EDD01D4,2.2
2A13FCEA763,0.0
2A1402BEFC1,2.2
2A1410B98BB,2.2
2A47400DF4E,3.6
2A58E001803,1.5
2A59DB7CA8B,3.6
2A5D9AE29E6,1.1
2A5EF87F006,2.2
2A5F6B39F95,2.4
2A5F89FEAE1,2.2
2A60CEBEB5F,1.5
2A63A8C2521,2.2
2A643702FBC,2.2
2A645CB4EA9,2.2
2A65116BEF1,2.2
2A65264F3C7,2.2
2A661F21873,1.8
2A67AAE5ADA,1.8
2A6A162B249,1.8
2A6AB54E80E,2.5
2A6ACD1D02F,2.2
2A6B5C0A040,2.2
2A6C4F23681,2.2
2A6C723223A,3.3
2A6F120AC07,1.8
2A718109860,1.3
2A71864A7E7,2.5
2A737532DA5,2.4
2A778C35BC4,1.8
2A7CE292241,1.8
2A888F0C987,2.5
2A8D871E1F3,2.2
2A949FDE677,2.2
2A9B3FC184F,2.2
2A9B6AC96F2,2.2
2A9F36FBC47,1.5
2AB7A6148CF,1.3
2ABFEF4F806,2.2
2AC950B1763,2.9
2ACA46A01A4,2.2
2ACFC67AA28,2.7
2AD0A10374E,0.0
2AD9318F411,1.5
2AE7E907445,0.0
2AE80EDD521,0.0
2AEF8CD97C7,4.4
2B00D8B2A4A,6.199999999999999
2B05CC50D40,2.9
2B0A0CE0798,2.2
2B14E342DA1,2.2
2B28C4809C0,1.8
2B29FFCA2EB,1.8
2B43E995E8D,1.5
2B53B079ECA,1.8
2B5AA11D7F6,2.2
2B8B405CADF,2.2
2B9B07EB621,0.0
2BC354BF45F,1.8
2BC3662B9BA,1.8
2BC36B290EF,3.6
2BC38A7BA6A,2.5
2BC3B36E408,1.8
2BC3E749412,1.8
2BC3EF76D8E,1.8
2BC3EF86315,2.4
2BC3F103F0C,1.8
2BC3FFA9E60,2.4
2BC4030AE90,2.2
2BC40E8CC42,2.5
2BC41D90EBF,2.0
2BC42F38470,1.3
2BC43360126,1.8
2BC43CD51CF,2.4
2BC440B8ADE,1.8
2BC443D2285,2.5
2BC447152FC,2.4
2BC44DB1335,2.4
2BC450AA924,3.2
2BC4532E9BC,0.0
2BC453A2FF7,3.3
2BC454DB564,2.2
2BC47179F7A,1.8
2BC47C0D9D5,1.5
2BC4932B882,2.2
2BC499C4F2E,1.5
2BC49C26481,2.4
2BC4C5DBA6E,2.2
2BC4E63C8F8,2.2
2BC4EBBBDB7,2.2
2BC4FD34F0C,4.0
2BC4FFF52DD,3.3
2BC503E2A92,2.2
2BC50DDD16E,2.9
2BC51C438A7,1.8
2BC51E5953A,2.2
2BC52BB2A47,2.4
2BC52BF757C,1.8
2BC52FF3763,2.9
2BC5322BB74,2.2
2BC54E579C0,2.2
2BC552C6771,2.2
2BC555C5808,2.2
2BC5597CAF3,2.0
2BC55D48A46,2.2
2BC56907E14,2.2
2BC56E5FC02,2.4
2BC571032FD,1.3
2BC5777CBB8,2.5
2BC57C90238,2.4
2BC581C2B54,2.5
2BC5843EB7E,1.8
2BC58C3ABBC,1.3
2BC59127E4E,2.4
2BC593B59C5,2.4
2BC59554A57,1.6
2BC5A61998F,1.3
2BC5A65CE1A,2.2
2BC5B7EEC0E,4.4
2BC5BBC1CB3,1.3
2BC5D7B48E1,2.9
2BC5D8637E4,4.0
2BC5DBF0A71,2.4
2BC5EA1083D,2.2
2BC5EA92200,2.2
2BC5ECED156,1.5
2BC5F286D25,2.2
2BC5F2D0F3B,1.3
2BC5F668F8A,2.5
2BC60A29A77,1.5
2BC61317E43,2.2
2BC61C4F142,2.2
2BC61DF7CB3,2.4
2BC624BEC66,2.4
2BC62B6477E,2.4
2BC6382B697,2.2
2BC6545AD8C,2.2
2BC6547E05F,1.8
2BC65A15DF6,2.4
2BC65A4C2C0,2.5
2BC65BF2FF9,2.2
2BC65E77FAD,2.2
2BC675833F1,2.2
2BC6780A5A4,2.0
2BC67D6055A,1.5
2BC683D5A17,0.0
2BC68B690F8,2.2
2BC68C9A14C,1.8
2BC68E07112,2.0
2BC68ED7C3E,2.5
2BC6A2CDCD9,2.2
2BC6A61AFBD,1.5
2BC6ABB7CA7,2.7
2BC6AC04483,2.2
2BC6B584A7C,2.5
2BC6D0BE173,2.5
2BC6DA29B04,1.5
2BC6E95F6BF,2.2
2BC6EF64D06,2.2
2BC74DCD709,4.4
2BC752CF9CA,1.8
2BC756969CA,1.3
2BC756BDCD4,1.5
2BC762B62C0,1.8
2BC7638BD3F,0.0
2BC766FE8BC,2.2
2BC7689FF14,1.5
2BC76D3F320,4.4
2BC7701783B,0.0
2BC7737F5F6,3.3
2BC77545992,4.0
2BC78A42295,3.3
2BC78D706A4,4.4
2BC790A50B0,3.3
2BC796E574D,0.0
2BC79D88511,0.0
2BC79EB8649,1.8
2BC7A091FA3,1.8
2BC7AA4F7F1,1.8
2BC7AEA5175,2.0
2BC7B10721D,1.3
2BC7BAB85FF,2.2
2BC7BCAE0DA,1.3
2BC7D38ACFB,2.0
2BC7D76E60A,1.3
2BC7DE276E0,1.3
2BC7DE51ECC,0.0
2BC7FB58E78,2.2
2BC809A4ADA,2.9
2BC80D68D86,2.4
2BC8158625F,1.3
2BC81797AF4,2.2
2BC817CEEDA,1.5
2BC8181FAB4,2.2
2BC81EB89D2,1.8
2BC833D896F,2.2
2BC834223F7,2.2
2BC83E2F175,1.5
2BC84D4FD01,1.8
2BC8591DEC8,1.5
2BC86778CEA,2.9
2BC86F59E8A,2.9
2BC8724D243,3.6
2BC87478A5A,2.2
2BC876475F2,2.2
2BC87FC7FB2,1.5
2BC8841C653,2.2
2BC887AE833,1.8
2BC8928CFF9,1.6
2BC89DFE908,1.5
2BC8A35DFD6,1.5
2BC8A493BB6,1.5
2BC8B40971A,2.2
2BC8B8F0B3D,4.4
2BC8C4E7A7F,2.2
2BC8EB32196,1.5
2BC8F575017,2.4
2BC911300D1,2.2
2BC91580B02,1.8
2BC915A94B6,1.3
2BC91681134,2.9
2BC919F0F5D,1.3
2BC92229E29,2.2
2BC926B01CF,1.3
2BC92BA63EB,1.3
2BC92E7E906,1.8
2BC92ED2D89,1.8
2BC937E16D4,2.2
2BC94822E11,1.5
2BC949F46FD,1.5
2BC94E71EE0,1.3
2BC94F2FBDC,1.8
2BC95001DB2,2.4
2BC95271970,0.0
2BC96488242,2.5
2BC968EC231,2.2
2BC96A8D0FB,2.0
2BC96DA7F4C,2.0
2BC96FADECA,1.2
2BC993F5B45,2.4
2BC9A616684,1.5
2BC9B00D87E,2.2
2BC9BD687FC,2.0
2BC9C77337B,2.5
2BC9C9E54FF,1.8
2BC9CB1CF17,2.2
2BC9CC28E60,1.8
2BC9CD2C974,1.5
2BC9D4D17DB,3.6
2BC9DFCC4E9,0.0
2BC9E21919B,1.6
2BC9E8BF441,1.8
2BC9F1C3EE6,1.3
2BC9F3FE8BD,2.2
2BCA0561700,2.4
2BCA077BB58,2.4
2BCA0AF050D,0.0
2BCA147DAC7,2.0
2BCA170EB20,1.5
2BCA1A777F7,2.2
2BCA1B2BDDB,2.2
2BCA1D306AF,0.0
2BCA254FD87,1.3
2BCA27EF812,2.9
2BCA298F7C0,1.1
2BCA2EDA5ED,1.3
2BCA3BB4AC4,0.0
2BCA3F7AF6F,1.3
2BCA528A95A,2.0
2BCA65F8A35,2.2
2BCA6AE681C,2.2
2BCA6B00B65,0.0
2BCA71644D5,0.0
2BCA73D8C1F,4.4
2BCA7680ADF,0.0
2BCA76E79CB,2.2
2BCA7C7FB29,1.5
2BCA81601C1,4.0
2BCA84C9626,1.5
2BCA90E2CE6,2.2
2BCA9B3587C,1.3
2BCA9C26CEE,2.2
2BCAA44EBC2,4.4
2BCAC5F38D0,0.0
2BCACBB9335,2.2
2BCAD05ED3E,1.3
2BCAE026B26,4.0
2BCAE0F0C8E,1.8
2BCAF737DD9,2.2
2BCAF905A55,2.4
2BCAFF8E109,2.2
2BCB0948475,0.0
2BCB0C27AE2,1.3
2BCB0CA051B,2.4
2BCB21058D7,1.5
2BCB283F08D,2.2
2BCB2E90722,2.4
2BCB3AA561D,1.8
2BCB6A7FC7B,0.0
2BCB79723AB,1.6
2BCB7A2D353,2.4
2BCB8688F82,1.5
2BCB8721F3A,0.0
2BCB96F3073,2.9
2BCB994C191,1.6
2BCBA1936C8,1.5
2BCBA1E5D13,2.4
2BCBB638A2D,2.2
2BCBC0255F3,2.2
2BCBC24DCEF,4.4
2BCBD5F901F,1.8
2BCBE56E3F5,1.8
2BCBEC7C0DC,0.0
2BCBF254D38,0.0
2BCBF8517BC,1.5
2BCBFCA7507,1.3
2BCC03F18EE,2.5
2BCC0651B5E,1.5
2BCC066951A,2.0
2BCC109FB68,1.8
2BCC1123EB8,3.3
2BCC1895D37,2.4
2BCC2675F21,1.8
2BCC2E48E1D,2.7
2BCC352998B,1.5
2BCC37EDD93,1.3
2BCC3E052EE,1.8
2BCC4514A46,2.2
2BCC4C789E8,2.2
2BCC5DB983B,1.3
2BCC653E4EA,2.4
2BCC6593889,2.2
2BCC69E3EF3,1.8
2BCC6CB0730,1.8
2BCC7187E3E,1.3
2BCC7E3647F,2.2
2BCC82FB8B2,1.5
2BCC933A662,1.3
2BCC9F2188F,2.4
2BCCA535CCF,1.3
2BCCAA1FE46,2.9
2BCCAA513BD,4.0
2BCCADCF851,0.0
2BCCAF7DE6A,2.2
2BCCB11A936,2.2
2BCCBF6567C,2.2
2BCCC0D447A,2.2
2BCCC719A6A,0.0
2BCCC9F8D10,1.5
2BCCCBB42EA,2.2
2BCCDFB770D,1.3
2BCCFCDD1C7,2.5
2BCCFE3BB22,3.6
2BCD0126AA6,3.6
2BCD16AEC12,1.3
2BCD1B80C3F,1.5
2BCD2B020BA,2.2
2BCD30FA379,1.8
2BCD372BC1D,2.5
2BCD3D1183A,2.2
2BCD41C23CC,4.0
2BCD4714AD9,4.4
2BCD5057E7D,0.0
2BCD5BFDA57,2.7
2BCD631521D,2.2
2BCD6427B2A,1.5
2BCD7074960,2.4
2BCD730DDEE,4.0
2BCD7A97262,1.3
2BCD8330DE4,1.8
2BCD92E6163,2.4
2BCD94CFF60,2.9
2BCD9D34534,4.4
2BCD9DA52C6,1.8
2BCDA4BFBA7,2.4
2BCDB3C6023,2.2
2BCDB8065B1,2.2
2BCDBE26A96,2.4
2BCDC430114,1.3
2BCDCB8F52A,1.1
2BCDCD191C6,2.2
2BCDD17990C,2.2
2BCDD634E99,1.8
2BCDE396414,1.8
2BCDE3A2C47,2.9
2BCDE96C31C,1.6
2BCDF3293DC,1.5
2BCDFC5738A,1.8
2BCE04ADA81,2.2
2BCE0C7542D,2.2
2BCE10F42BA,2.2
2BCE145AD92,1.8
2BCE23A33B6,2.4
2BCE2A1AA72,0.0
2BCE3439704,1.8
2BCE3509314,2.4
2BCE3729214,0.0
2BCE3A3746B,2.4
2BCE410CE50,2.5
2BCE6E39B46,2.4
2BCE703A7AA,1.5
2BCE73E2147,2.2
2BCE92989EF,2.2
2BCE9334E89,1.3
2BCE962AF96,0.0
2BCE96CBFBC,2.4
2BCE986FFA1,0.0
2BCE98862B3,2.7
2BCE99E887E,1.5
2BCE9F8A4BB,0.0
2BCEBDD803F,1.8
2BCECC26267,2.2
2BCECF7FD7E,2.9
2BCED6C37A1,1.8
2BCEDD35B43,2.2
2BCEF90D145,2.9
2BCEFE69331,2.4
2BCF18CDAFE,2.4
2BCF20D141C,2.2
2BCF346E86F,1.8
2BCF3AFC9CB,2.2
2BCF413D7F6,0.0
2BCF51AF955,1.5
2BCF5444257,2.2
2BCF571873B,2.2
2BCF6081ECD,2.5
2BCF6B4909E,0.0
2BCF7E81076,1.3
2BCF7FB0DE7,2.9
2BCF8127C53,2.2
2BCF81C0844,2.2
2BCF81D2391,1.8
2BCF8782A00,2.2
2BCF9DCDF49,1.3
2BCFB0F699A,1.5
2BCFE8EAFEF,1.6
2BCFFE13B4F,3.6
2BD00AF6FB0,2.2
2BD010DC078,2.2
2BD0182C2CE,2.2
2BD018B7B37,2.2
2BD01D2F872,1.5
2BD0230B5E9,2.2
2BD02E93D5F,2.2
2BD032530B8,3.6
2BD03995F86,2.2
2BD0415E0C0,2.2
2BD04BF3D1A,0.0
2BD04FE9CCB,1.3
2BD07280212,1.8
2BD0751346A,2.0
2BD08155117,1.5
2BD0842F831,1.3
2BD08C5825A,1.3
2BD08F462F9,1.3
2BD096B5424,1.5
2BD09BD5A65,2.2
2BD0A3E230D,2.2
2BD0AC921A1,0.0
2BD0AEE17E0,1.3
2BD0B2BE364,1.3
2BD0BC28284,4.4
2BD0BC67E66,1.5
2BD0BC94851,2.4
2BD0BE1152C,2.2
2BD0CF4AE66,2.2
2BD0D0F90B8,1.5
2BD0DE63984,1.5
2BD0E32ABEF,4.0
2BD0F64C8B5,1.8
2BD0F84FADF,2.2
2BD106E6873,1.3
2BD11432631,2.2
2BD1188B85E,1.5
2BD11E66E47,1.3
2BD1312185A,3.6
2BD13C69C60,1.5
2BD13E97A3D,0.0
2BD14565F09,1.5
2BD1480E91E,3.3
2BD15165A0E,4.4
2BD15884E7B,1.5
2BD161B049C,2.9
2BD1643E7A1,1.5
2BD1670CE16,2.4
2BD168000C0,1.5
2BD170BC787,2.9
2BD173A01F2,2.2
2BD17B7039A,2.2
2BD17E0E77B,1.3
2BD1C5D42D0,2.2
2BD1DD70DEC,2.2
2BD1F37431E,2.9
2BD1F55FB8C,0.0
2BD1F63780A,2.2
2BD2080A88A,1.3
2BD220492E8,1.3
2BD23E73F60,2.4
2BD2454A49A,1.5
2BD25097F81,2.2
2BD256D9901,2.2
2BD26344E7E,3.3
2BD27154B6E,1.3
2BD274E2950,1.3
2BD287B6002,0.0
2BD28FF32CC,2.4
2BD2A0F8D02,1.8
2BD2A97C1AB,2.2
2BD2AC3089E,1.5
2BD2C0D1F93,1.3
2BD2CDD2491,1.3
2BD2D59035E,0.0
2BD2D75D485,3.3
2BD2E95A19C,1.3
2BD2EA54598,2.4
2BD2EAA1C90,1.5
2BD2F0E232D,1.3
2BD2F4FB1EA,1.3
2BD2F51CE13,2.2
2BD2FD49873,2.2
2BD2FF1039D,1.5
2BD3099F633,1.5
2BD30C3C36A,3.3
2BD30CEFA32,2.2
2BD30D19A90,1.8
2BD30D23936,1.5
2BD3153AFA0,0.0
2BD31B4DD36,2.2
2BD333C4308,1.8
2BD3377DBB9,2.2
2BD337DA0AA,2.0
2BD33EA453F,1.8
2BD349F1C5F,3.3
2BD34D6CC11,1.3
2BD350AA5A7,1.3
2BD358845F5,0.0
2BD3649AB9A,1.5
2BD36B37AEF,1.5
2BD381A8143,2.2
2BD38ADB40B,2.2
2BD3A023207,1.5
2BD3A7EEFB1,1.3
2BD3AC2F53F,0.0
2BD3C173304,2.2
2BD3C1CFF83,1.5
2BD3C5AFC22,2.2
2BD3C97FF73,2.0
2BD3CBA5CE2,2.4
2BD3D5178A9,1.3
2BD3DE8F2DF,1.5
2BD404D33F9,2.2
2BD41DB4CB5,2.2
2BD438C9A2F,2.7
2BD4475F4E0,1.5
2BD44F81545,2.2
2BD450D2EDF,4.0
2BD459BA8E7,1.8
2BD45B9735C,2.2
2BD4628C3A4,2.2
2BD46828CC7,0.0
2BD4827B580,1.5
2BD482F6946,2.2
2BD4837C340,4.0
2BD4844778B,1.1
2BD4860DEEE,1.3
2BD489CA4F3,1.5
2BD490CB5E0,2.2
2BD4945A6A5,2.2
2BD49E1BF2A,0.0
2BD49FFDCB9,2.4
2BD4A2F90E0,0.0
2BD4A92254F,1.5
2BD4AD81224,2.2
2BD4AE03B03,2.4
2BD4B86C5E4,3.3
2BD4BEE7549,2.2
2BD4C2EE12B,4.4
2BD4D9C2CDE,1.5
2BD4DA156F0,1.3
2BD4E175294,1.5
2BD4E825F35,2.5
2BD4FC5FFB0,1.3
2BD50FFD403,1.8
2BD51F2BE6C,2.9
2BD51FE4FDC,1.3
2BD5259BC48,1.8
2BD525A9EEC,1.8
2BD5296C727,2.2
2BD530640FC,1.3
2BD5339D2CD,2.9
2BD53665AD3,0.0
2BD536F9EFF,0.0
2BD542D04FB,1.3
2BD54DE1154,2.9
2BD54FC898B,1.3
2BD553FECAC,0.0
2BD55CB2B77,1.5
2BD560E1D46,2.2
2BD56879825,2.4
2BD56B29EE1,1.3
2BD57017173,1.8
2BD584A7C37,1.5
2BD58535A66,2.4
2BD589DE58A,1.5
2BD58C6BD3A,1.3
2BD590B4E8B,1.3
2BD591DC7C7,2.9
2BD59662018,1.5
2BD59C3B03B,2.2
2BD59FAF629,2.2
2BD5B6EE1E3,1.3
2BD5B7695A9,2.4
2BD5B8921C8,1.3
2BD5BF12080,3.3
2BD5C45BBCA,2.2
2BD5CF5CB0E,1.3
2BD5E6AF414,1.5
2BD5FD90BC1,2.2
2BD5FE8C2A0,0.0
2BD614DDDE6,1.5
2BD621D4BCC,1.5
2BD624861A4,2.2
2BD6405C88A,0.0
2BD642462C0,2.9
2BD64A3ADE5,2.7
2BD6501F71F,1.8
2BD662372D4,2.5
2BD6669FE4F,1.5
2BD66B97715,2.7
2BD66D5BC79,4.4
2BD67ECEF5F,3.6
2BD67FF8A9A,2.2
2BD68C6076E,1.8
2BD696C3019,1.5
2BD69C8BF60,1.5
2BD69EBB020,0.0
2BD6A137F66,1.5
2BD6A42C23B,2.2
2BD6A7864E0,4.0
2BD6A82077B,3.6
2BD6AC17DD6,1.8
2BD6B99EBEA,2.2
2BD6D4FB5B4,2.4
2BD6D7C6B0E,1.6
2BD6DEB91C9,0.0
2BD6DECC787,2.2
2BD6E539081,1.5
2BD6F28A520,1.3
2BD6FA2D188,1.3
2BD6FD3F04F,2.4
2BD7068F77B,2.9
2BD70AF4E14,2.2
2BD712D39EE,2.2
2BD7251431E,0.0
2BD725467B1,2.2
2BD72BF0E55,0.0
2BD7328CE8E,1.5
2BD738845F8,2.2
2BD73954996,4.4
2BD750478C9,1.5
2BD75C8C2CA,1.8
2BD76060A19,2.4
2BD760B6546,2.2
2BD76F40319,1.3
2BD77299A69,1.8
2BD773CF282,2.2
2BD7793E665,1.3
2BD779D17AE,2.4
2BD77C87184,1.8
2BD7898B6B9,0.0
2BD78A73BA1,1.3
2BD79557E0F,2.5
2BD7A8C2A08,1.3
2BD7AB38F8A,1.5
2BD7B7D34B8,1.8
2BD7B838933,2.4
2BD7C08E4D5,1.3
2BD7CE9A555,1.5
2BD7E340F64,1.3
2BD7E91C54D,2.2
2BD7EBF3B4C,1.8
2BD7EEF4654,0.0
2BD7F191752,2.2
2BD7F3F2517,1.5
2BD7FDA224F,2.2
2BD80855A9B,2.5
2BD817747EF,2.2
2BD820C258E,0.0
2BD822A3401,2.4
2BD83C0EE7C,2.2
2BD83FC59D9,1.3
2BD840D3B21,2.9
2BD851EE586,2.2
2BD86316EC8,2.2
2BD86DB1E3C,2.2
2BD86E8B164,1.5
2BD877F8566,4.4
2BD888AD789,4.4
2BD889668F9,2.2
2BD897C886D,4.0
2BD89925757,1.8
2BD8A5E7356,2.2
2BD8AF495CF,2.2
2BD8AFACFD9,4.0
2BD8BB65DAA,2.5
2BD8CBCC5F2,2.4
2BD8D107343,1.5
2BD8D7B7FE4,3.3
2BD8D81EED0,1.3
2BD90A29C98,4.0
2BD91117B8E,2.2
2BD9212CCA7,0.0
2BD921BC547,2.2
2BD9297C9DA,2.4
2BD93934AAD,1.6
2BD94D73A7B,1.3
2BD9538EC46,2.2
2BD953F4FDD,1.5
2BD9676E241,1.8
2BD96C2395F,1.8
2BD97556499,4.4
2BD97D8E810,2.2
2BD97DE7FAD,1.8
2BD986A0DCB,4.4
2BD9877592E,2.2
2BD98C2F083,2.2
2BD99A05000,1.5
2BD99B04EA4,2.9
2BD99D5B9FC,3.3
2BD99F567F1,1.5
2BD9A331CCB,2.2
2BD9B174D6A,2.2
2BD9B708ACA,1.3
2BD9C3A1587,1.8
2BD9D31C03E,1.8
2BD9D45AF6F,1.6
2BD9D943675,1.8
2BD9DE2C8D0,1.8
2BD9E998EC5,1.8
2BD9F132F6A,4.4
2BD9FA271A5,2.2
2BDA1799F90,2.4
2BDA22D8C7E,2.2
2BDA26A6DD0,2.7
2BDA3DB1A86,1.8
2BDA44D43D5,1.8
2BDA54D9412,0.0
2BDA6ABFC6E,0.0
2BDA78FE181,2.2
2BDA886D6E8,1.5
2BDA8AD431C,2.2
2BDA8E0A3D2,2.4
2BDA96FCB9C,2.2
2BDA98A6262,1.3
2BDA9C6ECD3,2.4
2BDAADC8037,2.2
2BDAAE9FCB5,0.0
2BDAB0B2466,1.5
2BDAB0DD7A7,1.5
2BDABED0F4F,1.3
2BDABFDFBEC,2.4
2BDAC276326,2.2
2BDAD4D1366,1.5
2BDAD53A818,2.4
2BDAD5AC0FF,4.4
2BDAD639012,4.4
2BDAD9C8865,2.2
2BDADC7E602,2.2
2BDAF9B08EF,2.2
2BDAFB5FE24,1.2
2BDB02082C9,1.8
2BDB0222DA0,1.8
2BDB10106D9,2.4
2BDB138C1E0,2.2
2BDB1579886,0.0
2BDB1A9F96F,0.0
2BDB21FE5F7,1.8
2BDB38194E5,1.8
2BDB388FD1F,2.7
2BDB396579E,2.9
2BDB4C18C98,1.3
2BDB4FBCD8C,1.8
2BDB5406DF9,4.0
2BDB59C8460,1.5
2BDB62A3635,0.0
2BDB6C3AE5C,1.8
2BDB6EF394D,1.6
2BDB766FE00,1.5
2BDB770EFEE,2.2
2BDB85808B0,2.4
2BDB8617A30,0.0
2BDB8B07A16,1.3
2BDB92D3032,1.3
2BDB9978B4A,1.5
2BDBA2E2E31,2.9
2BDBACCBD87,1.5
2BDBB0D30F7,1.8
2BDBCBC03D9,1.3
2BDBCC4F4EB,2.2
2BDBCD13BAB,1.5
2BDBD106A41,1.8
2BDBDE5C6A5,1.8
2BDBDEDC5F7,3.6
2BDBE2CACC8,1.8
2BDBE9A4E72,2.4
2BDBE9CEB09,1.8
2BDBF7619C2,1.1
2BDC0017E53,2.9
2BDC1A5934D,2.2
2BDC2C02EC4,3.3
2BDC3797318,2.4
2BDC3E57540,1.3
2BDC410F8A3,1.5
2BDC530014E,2.2
2BDC5C795F5,1.5
2BDC616CABD,2.4
2BDC6B8FF14,1.3
2BDC7311AA8,4.4
2BDC7A1B391,2.4
2BDC7CFB18C,1.8
2BDC865DB93,2.4
2BDC89E9B3D,2.2
2BDC8C05A06,2.2
2BDC8CAC89B,0.0
2BDC9B7DEF7,2.4
2BDC9BA1958,0.0
2BDCA34A068,1.5
2BDCA3586D3,4.4
2BDCAC14245,1.5
2BDCBDDDBAD,2.2
2BDCC597A43,2.2
2BDCD0D6AF8,2.0
2BDCD4F2342,2.2
2BDCD66F7AB,2.9
2BDCD87F208,2.2
2BDCE8F4849,2.2
2BDCF5F3A64,1.8
2BDD15247B6,2.5
2BDD314D120,3.6
2BDD32C4EA8,4.4
2BDD38FA3BC,2.4
